PassengerId,Pclass,Survived,Name,Sex,Age,Sibsp,Parch,Ticket,Fare,Embarked,Actual_Fare
561,2,1,"Sinkkonen, Miss. Anna",female,30.0,0,0,250648,13.0,S,329.73646464646464
562,2,0,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,237442,13.5,S,342.4186363636364
563,2,1,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,Q,313.24964141414137
564,2,0,"Slemen, Mr. Richard James",male,35.0,0,0,28206,10.5,S,266.32560606060605
565,2,1,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,13.0,S,329.73646464646464
566,2,0,"Sobey, Mr. Samuel James Hayden",male,25.0,0,0,C.A. 29178,13.0,S,329.73646464646464
567,2,0,"Stanton, Mr. Samuel Ward",male,41.0,0,0,237734,15.0458,C,381.62683844444445
568,2,0,"Stokes, Mr. Philip Joseph",male,25.0,0,0,F.C.C. 13540,10.5,S,266.32560606060605
569,2,0,"Swane, Mr. George",male,18.5,0,0,248734,13.0,S,329.73646464646464
570,2,0,"Sweet, Mr. George Frederick",male,14.0,0,0,220845,65.0,S,1648.6823232323231
571,2,1,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,S,266.32560606060605
572,2,0,"Troupiansky, Mr. Moses Aaron",male,23.0,0,0,233639,13.0,S,329.73646464646464
573,2,1,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,12.65,S,320.85894444444443
574,2,1,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,34218,10.5,S,266.32560606060605
575,2,0,"Turpin, Mr. William John Robert",male,29.0,1,0,11668,21.0,S,532.6512121212121
576,2,0,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,27.0,1,0,11668,21.0,S,532.6512121212121
577,2,0,"Veal, Mr. James",male,40.0,0,0,28221,13.0,S,329.73646464646464
578,2,1,"Walcroft, Miss. Nellie",female,31.0,0,0,F.C.C. 13528,21.0,S,532.6512121212121
579,2,0,"Ware, Mr. John James",male,30.0,1,0,CA 31352,21.0,S,532.6512121212121
580,2,0,"Ware, Mr. William Jeffery",male,23.0,1,0,28666,10.5,S,266.32560606060605
581,2,1,"Ware, Mrs. John James (Florence Louise Long)",female,31.0,0,0,CA 31352,21.0,S,532.6512121212121
583,2,1,"Watt, Miss. Bertha J",female,12.0,0,0,C.A. 33595,15.75,S,399.4884090909091
584,2,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40.0,0,0,C.A. 33595,15.75,S,399.4884090909091
585,2,1,"Webber, Miss. Susan",female,32.5,0,0,27267,13.0,S,329.73646464646464
586,2,0,"Weisz, Mr. Leopold",male,27.0,1,0,228414,26.0,S,659.4729292929293
587,2,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29.0,1,0,228414,26.0,S,659.4729292929293
588,2,1,"Wells, Master. Ralph Lester",male,2.0,1,1,29103,23.0,S,583.379898989899
589,2,1,"Wells, Miss. Joan",female,4.0,1,1,29103,23.0,S,583.379898989899
590,2,1,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)",female,29.0,0,2,29103,23.0,S,583.379898989899
591,2,1,"West, Miss. Barbara J",female,0.9167,1,2,C.A. 34651,27.75,S,703.8605303030303
592,2,1,"West, Miss. Constance Mirium",female,5.0,1,2,C.A. 34651,27.75,S,703.8605303030303
593,2,0,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,S,703.8605303030303
594,2,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,27.75,S,703.8605303030303
595,2,0,"Wheadon, Mr. Edward H",male,66.0,0,0,C.A. 24579,10.5,S,266.32560606060605
597,2,1,"Wilhelms, Mr. Charles",male,31.0,0,0,244270,13.0,S,329.73646464646464
599,2,1,"Wright, Miss. Marion",female,26.0,0,0,220844,13.5,S,342.4186363636364
600,2,0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,248747,13.0,S,329.73646464646464
601,3,0,"Abbing, Mr. Anthony",male,42.0,0,0,C.A. 5547,7.55,S,191.5007929292929
602,3,0,"Abbott, Master. Eugene Joseph",male,13.0,0,2,C.A. 2673,20.25,S,513.6279545454546
603,3,0,"Abbott, Mr. Rossmore Edward",male,16.0,1,1,C.A. 2673,20.25,S,513.6279545454546
604,3,1,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,S,513.6279545454546
605,3,1,"Abelseth, Miss. Karen Marie",female,16.0,0,0,348125,7.65,S,194.03722727272728
606,3,1,"Abelseth, Mr. Olaus Jorgensen",male,25.0,0,0,348122,7.65,S,194.03722727272728
607,3,1,"Abrahamsson, Mr. Abraham August Johannes",male,20.0,0,0,SOTON/O2 3101284,7.925,S,201.0124217171717
608,3,1,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",female,18.0,0,0,2657,7.2292,C,183.36391155555555
609,3,0,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,S,183.8914898989899
610,3,0,"Adams, Mr. John",male,26.0,0,0,341826,8.05,S,204.18296464646465
611,3,0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,40.0,1,0,7546,9.475,S,240.32715404040403
612,3,1,"Aks, Master. Philip Frank",male,0.8333,0,1,392091,9.35,S,237.1566111111111
613,3,1,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,392091,9.35,S,237.1566111111111
614,3,1,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,2699,18.7875,C,476.5326022727273
615,3,0,"Alexander, Mr. William",male,26.0,0,0,3474,7.8875,S,200.06125883838385
616,3,0,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,0,0,SOTON/O2 3101287,7.925,S,201.0124217171717
617,3,0,"Ali, Mr. Ahmed",male,24.0,0,0,SOTON/O.Q. 3101311,7.05,S,178.8186212121212
618,3,0,"Ali, Mr. William",male,25.0,0,0,SOTON/O.Q. 3101312,7.05,S,178.8186212121212
619,3,0,"Allen, Mr. William Henry",male,35.0,0,0,373450,8.05,S,204.18296464646465
620,3,0,"Allum, Mr. Owen George",male,18.0,0,0,2223,8.3,S,210.52405050505052
621,3,0,"Andersen, Mr. Albert Karvin",male,32.0,0,0,C 4001,22.525,S,571.3318358585858
622,3,1,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,350046,7.8542,S,199.2166262020202
623,3,0,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082,31.275,S,793.2698409090908
624,3,0,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4,2,347082,31.275,S,793.2698409090908
625,3,0,"Andersson, Miss. Ellis Anna Maria",female,2.0,4,2,347082,31.275,S,793.2698409090908
626,3,1,"Andersson, Miss. Erna Alexandra",female,17.0,4,2,3101281,7.925,S,201.0124217171717
627,3,0,"Andersson, Miss. Ida Augusta Margareta",female,38.0,4,2,347091,7.775,S,197.20777020202019
628,3,0,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082,31.275,S,793.2698409090908
629,3,0,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,31.275,S,793.2698409090908
630,3,0,"Andersson, Mr. Anders Johan",male,39.0,1,5,347082,31.275,S,793.2698409090908
631,3,1,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,0,0,350043,7.7958,S,197.7353485454545
632,3,0,"Andersson, Mr. Johan Samuel",male,26.0,0,0,347075,7.775,S,197.20777020202019
633,3,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1,5,347082,31.275,S,793.2698409090908
634,3,0,"Andreasson, Mr. Paul Edvin",male,20.0,0,0,347466,7.8542,S,199.2166262020202
635,3,0,"Angheloff, Mr. Minko",male,26.0,0,0,349202,7.8958,S,200.27178288888888
636,3,0,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,S,451.4853131313131
637,3,0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,18.0,1,0,349237,17.8,S,451.4853131313131
638,3,0,"Aronsson, Mr. Ernst Axel Algot",male,24.0,0,0,349911,7.775,S,197.20777020202019
639,3,0,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,S,178.8186212121212
640,3,0,"Asplund, Master. Carl Edgar",male,5.0,4,2,347077,31.3875,S,796.1233295454546
641,3,0,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,347077,31.3875,S,796.1233295454546
642,3,1,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,S,796.1233295454546
643,3,0,"Asplund, Master. Filip Oscar",male,13.0,4,2,347077,31.3875,S,796.1233295454546
644,3,1,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,S,796.1233295454546
645,3,0,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40.0,1,5,347077,31.3875,S,796.1233295454546
646,3,1,"Asplund, Mr. Johan Charles",male,23.0,0,0,350054,7.7958,S,197.7353485454545
647,3,1,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,38.0,1,5,347077,31.3875,S,796.1233295454546
648,3,1,"Assaf Khalil, Mrs. Mariana (""Miriam"")",female,45.0,0,0,2696,7.225,C,183.2573813131313
649,3,0,"Assaf, Mr. Gerios",male,21.0,0,0,2692,7.225,C,183.2573813131313
650,3,0,"Assam, Mr. Ali",male,23.0,0,0,SOTON/O.Q. 3101309,7.05,S,178.8186212121212
651,3,0,"Attalah, Miss. Malake",female,17.0,0,0,2627,14.4583,C,366.72528667676767
652,3,0,"Attalah, Mr. Sleiman",male,30.0,0,0,2694,7.225,C,183.2573813131313
653,3,0,"Augustsson, Mr. Albert",male,23.0,0,0,347468,7.8542,S,199.2166262020202
654,3,1,"Ayoub, Miss. Banoura",female,13.0,0,0,2687,7.2292,C,183.36391155555555
655,3,0,"Baccos, Mr. Raffull",male,20.0,0,0,2679,7.225,C,183.2573813131313
656,3,0,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,3101278,15.85,S,402.0248434343434
657,3,1,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,33.0,3,0,3101278,15.85,S,402.0248434343434
658,3,1,"Baclini, Miss. Eugenie",female,0.75,2,1,2666,19.2583,C,488.4741351616161
659,3,1,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,C,488.4741351616161
660,3,1,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,C,488.4741351616161
661,3,1,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,2666,19.2583,C,488.4741351616161
662,3,1,"Badman, Miss. Emily Louisa",female,18.0,0,0,A/4 31416,8.05,S,204.18296464646465
663,3,0,"Badt, Mr. Mohamed",male,40.0,0,0,2623,7.225,C,183.2573813131313
664,3,0,"Balkic, Mr. Cerin",male,26.0,0,0,349248,7.8958,S,200.27178288888888
665,3,1,"Barah, Mr. Hanna Assi",male,20.0,0,0,2663,7.2292,C,183.36391155555555
666,3,0,"Barbara, Miss. Saiide",female,18.0,0,1,2691,14.4542,C,366.62129286868685
667,3,0,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,14.4542,C,366.62129286868685
668,3,0,"Barry, Miss. Julia",female,27.0,0,0,330844,7.8792,Q,199.8507347878788
669,3,0,"Barton, Mr. David John",male,22.0,0,0,324669,8.05,S,204.18296464646465
670,3,0,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,S,204.18296464646465
671,3,0,"Bengtsson, Mr. John Viktor",male,26.0,0,0,347068,7.775,S,197.20777020202019
672,3,0,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,S,237.1566111111111
674,3,0,"Betros, Mr. Tannous",male,20.0,0,0,2648,4.0125,C,101.77442803030303
675,3,1,"Bing, Mr. Lee",male,32.0,0,0,1601,56.4958,S,1432.9788737979798
676,3,0,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,S,197.20777020202019
677,3,0,"Bjorklund, Mr. Ernst Herbert",male,18.0,0,0,347090,7.75,S,196.57366161616162
678,3,0,"Bostandyeff, Mr. Guentcho",male,26.0,0,0,349224,7.8958,S,200.27178288888888
679,3,0,"Boulos, Master. Akar",male,6.0,1,1,2678,15.2458,C,386.6997071313131
680,3,0,"Boulos, Miss. Nourelain",female,9.0,1,1,2678,15.2458,C,386.6997071313131
684,3,0,"Bourke, Mr. John",male,40.0,1,1,364849,15.5,Q,393.14732323232323
685,3,0,"Bourke, Mrs. John (Catherine)",female,32.0,1,1,364849,15.5,Q,393.14732323232323
686,3,0,"Bowen, Mr. David John ""Dai""",male,21.0,0,0,54636,16.1,S,408.3659292929293
687,3,1,"Bradley, Miss. Bridget Delia",female,22.0,0,0,334914,7.725,Q,195.93955303030302
688,3,0,"Braf, Miss. Elin Ester Maria",female,20.0,0,0,347471,7.8542,S,199.2166262020202
689,3,0,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,7.0458,S,178.71209096969696
690,3,0,"Braund, Mr. Owen Harris",male,22.0,1,0,A/5 21171,7.25,S,183.8914898989899
691,3,0,"Brobeck, Mr. Karl Rudolf",male,22.0,0,0,350045,7.7958,S,197.7353485454545
692,3,0,"Brocklebank, Mr. William Alfred",male,35.0,0,0,364512,8.05,S,204.18296464646465
693,3,0,"Buckley, Miss. Katherine",female,18.5,0,0,329944,7.2833,Q,184.73612253535353
694,3,1,"Buckley, Mr. Daniel",male,21.0,0,0,330920,7.8208,Q,198.36945713131314
695,3,0,"Burke, Mr. Jeremiah",male,19.0,0,0,365222,6.75,Q,171.2093181818182
696,3,0,"Burns, Miss. Mary Delia",female,18.0,0,0,330963,7.8792,Q,199.8507347878788
697,3,0,"Cacic, Miss. Manda",female,21.0,0,0,315087,8.6625,S,219.71862499999997
698,3,0,"Cacic, Miss. Marija",female,30.0,0,0,315084,8.6625,S,219.71862499999997
699,3,0,"Cacic, Mr. Jego Grga",male,18.0,0,0,315091,8.6625,S,219.71862499999997
700,3,0,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,S,219.71862499999997
701,3,0,"Calic, Mr. Jovo",male,17.0,0,0,315093,8.6625,S,219.71862499999997
702,3,0,"Calic, Mr. Petar",male,17.0,0,0,315086,8.6625,S,219.71862499999997
703,3,0,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,Q,196.57366161616162
704,3,0,"Canavan, Mr. Patrick",male,21.0,0,0,364858,7.75,Q,196.57366161616162
705,3,0,"Cann, Mr. Ernest Charles",male,21.0,0,0,A./5. 2152,8.05,S,204.18296464646465
708,3,0,"Carlsson, Mr. August Sigfrid",male,28.0,0,0,350042,7.7958,S,197.7353485454545
709,3,0,"Carlsson, Mr. Carl Robert",male,24.0,0,0,350409,7.8542,S,199.2166262020202
710,3,1,"Carr, Miss. Helen ""Ellen""",female,16.0,0,0,367231,7.75,Q,196.57366161616162
711,3,0,"Carr, Miss. Jeannie",female,37.0,0,0,368364,7.75,Q,196.57366161616162
712,3,0,"Carver, Mr. Alfred John",male,28.0,0,0,392095,7.25,S,183.8914898989899
713,3,0,"Celotti, Mr. Francesco",male,24.0,0,0,343275,8.05,S,204.18296464646465
714,3,0,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,Q,196.15007708080805
715,3,1,"Chip, Mr. Chang",male,32.0,0,0,1601,56.4958,S,1432.9788737979798
716,3,0,"Christmann, Mr. Emil",male,29.0,0,0,343276,8.05,S,204.18296464646465
717,3,0,"Chronopoulos, Mr. Apostolos",male,26.0,1,0,2680,14.4542,C,366.62129286868685
718,3,0,"Chronopoulos, Mr. Demetrios",male,18.0,1,0,2680,14.4542,C,366.62129286868685
719,3,0,"Coelho, Mr. Domingos Fernandeo",male,20.0,0,0,SOTON/O.Q. 3101307,7.05,S,178.8186212121212
720,3,1,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,A/5 3540,8.05,S,204.18296464646465
721,3,0,"Colbert, Mr. Patrick",male,24.0,0,0,371109,7.25,Q,183.8914898989899
722,3,0,"Coleff, Mr. Peju",male,36.0,0,0,349210,7.4958,S,190.1260455151515
723,3,0,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,S,190.1260455151515
724,3,0,"Conlon, Mr. Thomas Henry",male,31.0,0,0,21332,7.7333,Q,196.15007708080805
725,3,0,"Connaghton, Mr. Michael",male,31.0,0,0,335097,7.75,Q,196.57366161616162
726,3,1,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,Q,196.57366161616162
727,3,0,"Connolly, Miss. Kate",female,30.0,0,0,330972,7.6292,Q,193.50964892929292
728,3,0,"Connors, Mr. Patrick",male,70.5,0,0,370369,7.75,Q,196.57366161616162
729,3,0,"Cook, Mr. Jacob",male,43.0,0,0,A/5 3536,8.05,S,204.18296464646465
730,3,0,"Cor, Mr. Bartol",male,35.0,0,0,349230,7.8958,S,200.27178288888888
731,3,0,"Cor, Mr. Ivan",male,27.0,0,0,349229,7.8958,S,200.27178288888888
732,3,0,"Cor, Mr. Liudevit",male,19.0,0,0,349231,7.8958,S,200.27178288888888
733,3,0,"Corn, Mr. Harry",male,30.0,0,0,SOTON/OQ 392090,8.05,S,204.18296464646465
734,3,1,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,S,403.29306060606064
735,3,1,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,S,403.29306060606064
736,3,1,"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)",female,36.0,0,2,C.A. 37671,15.9,S,403.29306060606064
737,3,0,"Coxon, Mr. Daniel",male,59.0,0,0,364500,7.25,S,183.8914898989899
738,3,0,"Crease, Mr. Ernest James",male,19.0,0,0,S.P. 3464,8.1583,S,206.92992304040405
739,3,1,"Cribb, Miss. Laura Alice",female,17.0,0,1,371362,16.1,S,408.3659292929293
740,3,0,"Cribb, Mr. John Hatfield",male,44.0,0,1,371362,16.1,S,408.3659292929293
741,3,0,"Culumovic, Mr. Jeso",male,17.0,0,0,315090,8.6625,S,219.71862499999997
742,3,0,"Daher, Mr. Shedid",male,22.5,0,0,2698,7.225,C,183.2573813131313
743,3,1,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,8.05,S,204.18296464646465
744,3,0,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0,0,7552,10.5167,S,266.7491905959596
745,3,0,"Dakic, Mr. Branko",male,19.0,0,0,349228,10.1708,S,257.9756642020202
746,3,1,"Daly, Miss. Margaret Marcella ""Maggie""",female,30.0,0,0,382650,6.95,Q,176.28218686868686
747,3,1,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,7.75,Q,196.57366161616162
748,3,0,"Danbom, Master. Gilbert Sigvard Emanuel",male,0.3333,0,2,347080,14.4,S,365.2465454545454
749,3,0,"Danbom, Mr. Ernst Gilbert",male,34.0,1,1,347080,14.4,S,365.2465454545454
750,3,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,S,365.2465454545454
751,3,0,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,S,200.27178288888888
752,3,0,"Dantcheff, Mr. Ristiu",male,25.0,0,0,349203,7.8958,S,200.27178288888888
753,3,0,"Davies, Mr. Alfred J",male,24.0,2,0,A/4 48871,24.15,S,612.5488939393939
754,3,0,"Davies, Mr. Evan",male,22.0,0,0,SC/A4 23568,8.05,S,204.18296464646465
755,3,0,"Davies, Mr. John Samuel",male,21.0,2,0,A/4 48871,24.15,S,612.5488939393939
756,3,0,"Davies, Mr. Joseph",male,17.0,2,0,A/4 48873,8.05,S,204.18296464646465
759,3,1,"de Messemaeker, Mr. Guillaume Joseph",male,36.5,1,0,345572,17.4,S,441.3395757575757
760,3,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1,0,345572,17.4,S,441.3395757575757
761,3,1,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,S,240.96126262626262
762,3,0,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,S,240.96126262626262
763,3,1,"Dean, Master. Bertram Vere",male,1.0,1,2,C.A. 2315,20.575,S,521.8713661616162
764,3,1,"Dean, Miss. Elizabeth Gladys ""Millvina""",female,0.1667,1,2,C.A. 2315,20.575,S,521.8713661616162
765,3,0,"Dean, Mr. Bertram Frank",male,26.0,1,2,C.A. 2315,20.575,S,521.8713661616162
766,3,1,"Dean, Mrs. Bertram (Eva Georgetta Light)",female,33.0,1,2,C.A. 2315,20.575,S,521.8713661616162
767,3,0,"Delalic, Mr. Redjo",male,25.0,0,0,349250,7.8958,S,200.27178288888888
770,3,0,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,S,183.8914898989899
771,3,0,"Dennis, Mr. William",male,36.0,0,0,A/5 21175,7.25,S,183.8914898989899
772,3,1,"Devaney, Miss. Margaret Delia",female,19.0,0,0,330958,7.8792,Q,199.8507347878788
773,3,0,"Dika, Mr. Mirko",male,17.0,0,0,349232,7.8958,S,200.27178288888888
774,3,0,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,S,219.71862499999997
775,3,0,"Dintcheff, Mr. Valtcho",male,43.0,0,0,349226,7.8958,S,200.27178288888888
777,3,0,"Dooley, Mr. Patrick",male,32.0,0,0,370376,7.75,Q,196.57366161616162
778,3,1,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,S,204.18296464646465
779,3,1,"Dowdell, Miss. Elizabeth",female,30.0,0,0,364516,12.475,S,316.4201843434343
780,3,0,"Doyle, Miss. Elizabeth",female,24.0,0,0,368702,7.75,Q,196.57366161616162
781,3,1,"Drapkin, Miss. Jennie",female,23.0,0,0,SOTON/OQ 392083,8.05,S,204.18296464646465
782,3,0,"Drazenoic, Mr. Jozef",male,33.0,0,0,349241,7.8958,C,200.27178288888888
783,3,0,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,Q,196.57366161616162
784,3,1,"Duquemin, Mr. Joseph",male,24.0,0,0,S.O./P.P. 752,7.55,S,191.5007929292929
785,3,0,"Dyker, Mr. Adolf Fredrik",male,23.0,1,0,347072,13.9,S,352.5643737373737
786,3,1,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",female,22.0,1,0,347072,13.9,S,352.5643737373737
787,3,0,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,0,0,349912,7.775,S,197.20777020202019
788,3,0,"Eklund, Mr. Hans Linus",male,16.0,0,0,347074,7.775,S,197.20777020202019
789,3,0,"Ekstrom, Mr. Johan",male,45.0,0,0,347061,6.975,S,176.91629545454543
791,3,0,"Elias, Mr. Joseph",male,39.0,0,2,2675,7.2292,C,183.36391155555555
792,3,0,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,C,183.36391155555555
793,3,0,"Elias, Mr. Tannous",male,15.0,1,1,2695,7.2292,C,183.36391155555555
794,3,0,"Elsbury, Mr. William James",male,47.0,0,0,A/5 3902,7.25,S,183.8914898989899
795,3,1,"Emanuel, Miss. Virginia Ethel",female,5.0,0,0,364516,12.475,S,316.4201843434343
797,3,0,"Everett, Mr. Thomas James",male,40.5,0,0,C.A. 6212,15.1,S,383.0015858585858
798,3,0,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,Q,196.57366161616162
800,3,0,"Fischer, Mr. Eberhard Thelander",male,18.0,0,0,350036,7.7958,S,197.7353485454545
804,3,0,"Foley, Mr. Joseph",male,26.0,0,0,330910,7.8792,Q,199.8507347878788
807,3,0,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,S,871.8993055555555
808,3,0,"Ford, Miss. Robina Maggie ""Ruby""",female,9.0,2,2,W./C. 6608,34.375,S,871.8993055555555
810,3,0,"Ford, Mr. Edward Watson",male,18.0,2,2,W./C. 6608,34.375,S,871.8993055555555
811,3,0,"Ford, Mr. William Neal",male,16.0,1,3,W./C. 6608,34.375,S,871.8993055555555
812,3,0,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,1,3,W./C. 6608,34.375,S,871.8993055555555
815,3,0,"Gallagher, Mr. Martin",male,25.0,0,0,36864,7.7417,Q,196.36313756565656
818,3,0,"Gilinski, Mr. Eliezer",male,22.0,0,0,14973,8.05,S,204.18296464646465
819,3,1,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0,0,35851,7.7333,Q,196.15007708080805
821,3,1,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,0,2,363291,20.525,S,520.603148989899
822,3,0,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291,20.525,S,520.603148989899
823,3,0,"Goldsmith, Mr. Nathan",male,41.0,0,0,SOTON/O.Q. 3101263,7.85,S,199.11009595959595
824,3,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,S,520.603148989899
825,3,0,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,S,178.8186212121212
826,3,0,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,S,1189.587707070707
827,3,0,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,46.9,S,1189.587707070707
828,3,0,"Goodwin, Master. William Frederick",male,11.0,5,2,CA 2144,46.9,S,1189.587707070707
829,3,0,"Goodwin, Miss. Jessie Allis",female,10.0,5,2,CA 2144,46.9,S,1189.587707070707
830,3,0,"Goodwin, Miss. Lillian Amy",female,16.0,5,2,CA 2144,46.9,S,1189.587707070707
831,3,0,"Goodwin, Mr. Charles Edward",male,14.0,5,2,CA 2144,46.9,S,1189.587707070707
832,3,0,"Goodwin, Mr. Charles Frederick",male,40.0,1,6,CA 2144,46.9,S,1189.587707070707
833,3,0,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,1,6,CA 2144,46.9,S,1189.587707070707
834,3,0,"Green, Mr. George Henry",male,51.0,0,0,21440,8.05,S,204.18296464646465
835,3,0,"Gronnestad, Mr. Daniel Danielsen",male,32.0,0,0,8471,8.3625,S,212.10932196969696
837,3,0,"Gustafsson, Mr. Alfred Ossian",male,20.0,0,0,7534,9.8458,S,249.73225258585862
838,3,0,"Gustafsson, Mr. Anders Vilhelm",male,37.0,2,0,3101276,7.925,S,201.0124217171717
839,3,0,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,7.925,S,201.0124217171717
840,3,0,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,7.775,S,197.20777020202019
841,3,0,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,S,224.47443939393938
842,3,0,"Hagardon, Miss. Kate",female,17.0,0,0,AQ/3. 30631,7.7333,Q,196.15007708080805
845,3,0,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,S,402.0248434343434
846,3,1,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24.0,1,0,STON/O2. 3101279,15.85,S,402.0248434343434
847,3,0,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,S,240.96126262626262
848,3,0,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,C,183.36391155555555
849,3,0,"Hansen, Mr. Claus Peter",male,41.0,2,0,350026,14.1083,S,357.84776647474746
850,3,0,"Hansen, Mr. Henrik Juul",male,26.0,1,0,350025,7.8542,S,199.2166262020202
851,3,0,"Hansen, Mr. Henry Damsgaard",male,21.0,0,0,350029,7.8542,S,199.2166262020202
